entity_id,business_id,confidence_score
51060,1685,0.98
21768,30162,0.98
21768,30667,0.98
15335,46056,0.98
7256,91801,0.98
32711,4549,0.98
19651,91377,0.98
93095,14453,0.98
33764,90698,0.98
195,23831,0.98
14220,88825,0.98
4802,45116,0.98
3106,77641,0.98
16495,5496,0.98
83798,2536,0.98
23266,1664,0.98
72085,32888,0.98
24195,37124,0.98
88623,97193,0.98
28288,69904,0.98
19929,1372,0.98
19929,1484,0.98
89051,39447,0.98
28968,81584,0.98
2041,38646,0.98
31413,12990,0.98
1863,47590,0.98
39971,67065,0.98
15925,7,0.98
54822,492,0.98
32739,10769,0.98
32739,10770,0.98
62320,73584,0.98
28919,81042,0.98
70224,88310,0.98
81531,77828,0.98
22601,80247,0.98
63685,71523,0.98
4326,83927,0.98
82858,28225,0.98
85849,80281,0.98
85849,82189,0.98
19122,83674,0.98
59124,71895,0.98
24573,23157,0.98
1465,59606,0.98
71547,9523,0.98
75489,85938,0.98
55086,56046,0.98
93641,319,0.98
92453,57266,0.98
92453,57473,0.98
27177,38374,0.98
84479,84317,0.98
47794,9296,0.98
47794,14564,0.98
5481,19897,0.98
46175,84727,0.98
46175,84731,0.98
89558,15874,0.98
11994,6343,0.98
11994,6356,0.98
36578,67439,0.98
46370,12611,0.98
37041,55651,0.98
83911,36610,0.98
219,4093,0.98
75951,34458,0.98
20120,63950,0.98
29174,10380,0.98
15335,43669,0.98
20806,93010,0.98
51431,88683,0.98
51431,88684,0.98
23787,20945,0.98
49718,22168,0.98
49718,24267,0.98
92136,10993,0.98
92931,93339,0.98
18248,24234,0.98
59472,81699,0.98
51190,80821,0.98
75116,29675,0.98
85246,10498,0.98
85246,13726,0.98
84219,44156,0.98
11474,86547,0.98
89705,13780,0.98
17503,96605,0.98
50495,57772,0.98
48222,56870,0.98
35848,69905,0.98
57746,76119,0.98
31869,5286,0.98
15925,2302,0.98
38558,2487,0.98
38558,3490,0.98
42304,24952,0.98
77764,86102,0.98
44933,92787,0.98
44933,92788,0.98
69027,68035,0.98
57701,58762,0.98
26622,16237,0.98
88600,23364,0.98
1684,47195,0.98
51249,86421,0.98
61477,58201,0.98
68001,77744,0.98
71093,94530,0.98
52468,14383,0.98
51190,83667,0.98
71547,9524,0.98
55086,57939,0.98
8054,79520,0.98
92361,6738,0.98
62274,52949,0.98
26672,76954,0.98
81647,65260,0.98
42313,21478,0.98
42313,22466,0.98
88097,5948,0.98
27417,46208,0.98
41891,36303,0.98
64406,68378,0.98
696,93874,0.98
33315,42767,0.98
31467,68595,0.98
31467,73004,0.98
51102,78817,0.98
72488,19064,0.98
17121,19852,0.98
77690,52241,0.98
15229,64306,0.98
15229,67614,0.98
48551,29974,0.98
15061,5477,0.98
77607,77415,0.98
48698,38303,0.98
41891,37731,0.98
58923,6818,0.98
1929,79016,0.98
85580,24909,0.98
85580,25504,0.98
58295,71065,0.98
62341,61223,0.98
37320,61230,0.98
37320,62336,0.98
31869,5285,0.98
84579,21527,0.98
69027,68116,0.98
2082,73313,0.98
50063,82215,0.98
16531,6410,0.98
32173,37491,0.98
34223,28599,0.98
94131,29011,0.98
76491,29704,0.98
14552,33026,0.98
56727,35327,0.98
39780,1176,0.98
39780,4219,0.98
90259,57113,0.98
75688,81867,0.98
53737,62019,0.98
20744,30707,0.98
38091,57203,0.98
63360,97108,0.98
40352,8025,0.98
51473,19540,0.98
62796,2633,0.98
90602,28091,0.98
36361,28728,0.98
40493,92996,0.98
76825,170,0.98
70425,38676,0.98
34308,36609,0.98
2524,34213,0.98
24414,73085,0.98
24414,76192,0.98
48222,56869,0.98
26580,59652,0.98
44263,51657,0.98
75841,75309,0.98
75616,92830,0.98
64316,70427,0.98
62950,54126,0.98
92361,11263,0.98
37067,87766,0.98
50323,29990,0.98
45961,75160,0.98
34634,3011,0.98
42711,11972,0.98
62185,23054,0.98
7451,22062,0.98
66609,10047,0.98
86294,95951,0.98
16299,249,0.98
41802,35008,0.98
67330,89012,0.98
9088,5746,0.98
1929,78589,0.98
80462,92206,0.98
19228,74431,0.98
63295,73329,0.98
82744,93891,0.98
11292,88357,0.98
85317,85754,0.98
83780,95471,0.98
83926,73443,0.98
7290,61316,0.98
34395,61008,0.98
58058,82812,0.98
58058,82832,0.98
53195,39455,0.98
53195,41615,0.98
69378,56964,0.98
69378,58519,0.98
54253,82279,0.98
54253,82284,0.98
82491,87247,0.98
71093,94589,0.98
76877,2704,0.98
18453,89315,0.98
40776,29329,0.98
47698,5950,0.98
47698,7277,0.98
80764,8229,0.98
86132,74740,0.98
38091,57064,0.98
54529,61470,0.98
77005,83764,0.98
73289,95334,0.98
32928,66906,0.98
5701,71372,0.98
5701,75494,0.98
90997,2445,0.98
60185,22533,0.98
20391,87687,0.98
84013,78368,0.98
27095,81452,0.98
2029,61976,0.98
7374,81631,0.98
77799,94080,0.98
69961,64346,0.98
8871,73391,0.98
8871,76456,0.98
85825,19008,0.98
30412,88686,0.98
30412,88688,0.98
92289,55402,0.98
92289,56420,0.98
30110,76464,0.98
63061,78220,0.98
27920,61287,0.98
13558,93965,0.98
31544,1226,0.98
85535,3004,0.98
82417,94207,0.98
86294,95952,0.98
32221,61079,0.98
90628,26297,0.98
62309,78901,0.98
31665,39702,0.98
61935,75561,0.98
88106,34423,0.98
88106,34424,0.98
77434,71961,0.98
40888,44635,0.98
86843,17143,0.98
86843,17164,0.98
78834,75572,0.98
47855,36460,0.98
47855,36752,0.98
8147,79314,0.98
74147,48937,0.98
74147,48938,0.98
48250,64303,0.98
48250,64304,0.98
3636,11637,0.98
57186,20661,0.98
82951,66081,0.98
11292,89775,0.98
12507,8579,0.98
9233,42960,0.98
69231,75340,0.98
85689,91176,0.98
63742,64179,0.98
19228,74986,0.98
36082,38987,0.98
39137,51585,0.98
507,85662,0.98
73376,80023,0.98
31123,95673,0.98
14170,63775,0.98
50063,85269,0.98
66839,3037,0.98
66839,3038,0.98
69845,611,0.98
69845,612,0.98
11242,14215,0.98
9116,2766,0.98
22351,18455,0.98
87255,20770,0.98
32003,46486,0.98
57809,90273,0.98
6837,51403,0.98
59350,41708,0.98
15985,30686,0.98
66527,34766,0.98
90150,38347,0.98
73340,7586,0.98
23844,12763,0.98
23844,18112,0.98
17280,55948,0.98
17280,58207,0.98
82980,48422,0.98
82980,48423,0.98
64392,70970,0.98
28090,72314,0.98
68549,68954,0.98
21019,64342,0.98
40297,69319,0.98
40297,69320,0.98
56457,79259,0.98
69057,71997,0.98
4287,1983,0.98
20930,70945,0.98
34894,66809,0.98
72520,102,0.98
30083,75369,0.98
52826,92290,0.98
41802,35976,0.98
15985,31996,0.98
66527,34151,0.98
11241,75278,0.98
75418,75298,0.98
93972,68398,0.98
69551,74108,0.98
45529,81627,0.98
45529,81628,0.98
26434,29501,0.98
51774,83077,0.98
54529,61472,0.98
53878,59714,0.98
15425,61243,0.98
69744,41522,0.98
52497,89940,0.98
52497,89941,0.98
67174,3304,0.98
91341,81489,0.98
77005,83775,0.98
68252,3017,0.98
93684,65626,0.98
45439,74750,0.98
53105,76832,0.98
54458,23097,0.98
17727,26960,0.98
17727,26961,0.98
6906,78707,0.98
6906,78708,0.98
81049,72097,0.98
78858,53971,0.98
22596,67453,0.98
22596,67472,0.98
39115,74355,0.98
88843,85379,0.98
71905,80988,0.98
28777,69367,0.98
43324,78097,0.98
13558,93963,0.98
82417,92027,0.98
80642,30696,0.98
80642,31071,0.98
83524,10960,0.98
6828,84487,0.98
41578,60058,0.98
30110,77604,0.98
20991,8277,0.98
53419,82925,0.98
25731,55105,0.98
91361,78637,0.98
80487,25623,0.98
77428,77077,0.98
37072,69871,0.98
83571,97,0.98
35094,1845,0.98
12421,21231,0.98
84420,8444,0.98
80510,91530,0.98
22351,21277,0.98
86225,88660,0.98
82575,52891,0.98
5416,72167,0.98
57809,91845,0.98
11606,80943,0.98
66714,90722,0.98
11241,77999,0.98
3093,64618,0.98
59315,11148,0.98
27725,73553,0.98
54504,61213,0.98
10920,74519,0.98
46171,5514,0.98
4661,63343,0.98
22687,88619,0.98
60799,30386,0.98
30077,45248,0.98
94080,91252,0.98
5065,83711,0.98
5065,84989,0.98
27393,74382,0.98
4558,26380,0.98
1467,91240,0.98
1467,91380,0.98
50750,55838,0.98
10483,42002,0.98
79342,60655,0.98
58073,78947,0.98
30492,15754,0.98
540,95039,0.98
70728,25384,0.98
94206,34979,0.98
66840,3587,0.98
51195,32648,0.98
93434,84395,0.98
48598,38862,0.98
58774,22409,0.98
44507,50340,0.98
23256,2483,0.98
42902,76754,0.98
48954,93364,0.98
30083,77875,0.98
52826,92289,0.98
68036,26787,0.98
36903,21512,0.98
60202,62880,0.98
73520,5598,0.98
17607,22604,0.98
19707,24508,0.98
71255,67469,0.98
77645,87391,0.98
17200,65704,0.98
23996,87064,0.98
91361,78838,0.98
56791,74973,0.98
89767,5992,0.98
31381,14201,0.98
53105,79030,0.98
53836,40210,0.98
53836,41987,0.98
91159,31854,0.98
91159,32032,0.98
3211,57470,0.98
40108,66374,0.98
40108,67837,0.98
81256,79710,0.98
29528,22585,0.98
8722,39034,0.98
93684,65630,0.98
63776,76067,0.98
3140,30481,0.98
57981,38108,0.98
53394,76111,0.98
28777,69211,0.98
59443,69814,0.98
81455,94563,0.98
32401,14164,0.98
27725,73551,0.98
84350,83385,0.98
88041,30380,0.98
50893,31393,0.98
33926,51039,0.98
84420,11394,0.98
80510,93282,0.98
69948,92017,0.98
27023,39561,0.98
30981,13679,0.98
27172,40182,0.98
5416,70789,0.98
6023,43939,0.98
40340,30321,0.98
27505,44128,0.98
87934,33739,0.98
87934,33785,0.98
57604,37179,0.98
16330,29465,0.98
17992,36238,0.98
17992,36451,0.98
50893,30619,0.98
8605,36665,0.98
62512,60531,0.98
47944,58364,0.98
77428,84855,0.98
11796,62285,0.98
59493,23951,0.98
4097,64521,0.98
20476,59682,0.98
159,18123,0.98
11092,97073,0.98
75614,35394,0.98
67595,87234,0.98
86550,90403,0.98
2062,29472,0.98
20781,11882,0.98
20781,14252,0.98
57018,2225,0.98
14289,5527,0.98
17302,29234,0.98
22025,55406,0.98
76210,67023,0.98
55010,92521,0.98
31872,3477,0.98
90713,26166,0.98
67355,6478,0.98
3885,1862,0.98
90702,89490,0.98
74811,88284,0.98
9104,8893,0.98
61168,17269,0.98
59868,87066,0.98
33033,80786,0.98
18625,11262,0.98
8605,36570,0.98
87369,27356,0.98
86088,69088,0.98
3211,69133,0.98
3687,58379,0.98
80202,90667,0.98
17719,70408,0.98
83997,83294,0.98
45851,91400,0.98
68336,20906,0.98
81200,69913,0.98
5687,89072,0.98
54143,57847,0.98
54143,58367,0.98
10484,93016,0.98
82226,49437,0.98
10473,65890,0.98
51242,72240,0.98
45930,96513,0.98
59271,64799,0.98
79144,97489,0.98
15550,4327,0.98
394,81953,0.98
63034,22001,0.98
75840,3936,0.98
6272,79847,0.98
50267,32625,0.98
88097,6514,0.98
45517,89314,0.98
16576,91355,0.98
60271,39858,0.98
19461,51379,0.98
55800,21958,0.98
81973,42259,0.98
94113,43367,0.98
75724,86137,0.98
69744,39468,0.98
80828,1085,0.98
63043,13334,0.98
74111,76657,0.98
74111,78044,0.98
22107,83013,0.98
2614,71417,0.98
41392,2437,0.98
51603,61723,0.98
88267,85981,0.98
69411,3474,0.98
23996,89333,0.98
71245,76130,0.98
66171,69096,0.98
92145,44943,0.98
92145,45494,0.98
30212,50690,0.98
47844,8940,0.98
42976,87532,0.98
32120,80098,0.98
68324,40390,0.98
90728,73481,0.98
90728,73484,0.98
76377,81322,0.98
76377,81323,0.98
6807,62505,0.98
36437,70417,0.98
19791,50423,0.98
8469,22413,0.98
3043,85897,0.98
56558,85935,0.98
56558,85959,0.98
13249,77785,0.98
53394,85953,0.98
92610,60182,0.98
92610,61397,0.98
70658,59104,0.98
1636,86977,0.98
86088,65078,0.98
46493,63274,0.98
46493,64160,0.98
80202,90339,0.98
48599,82582,0.98
48599,82610,0.98
75614,36396,0.98
30621,78088,0.98
85151,50949,0.98
31872,3479,0.98
59868,87065,0.98
11796,62286,0.98
51776,98357,0.98
13241,77363,0.98
31716,65464,0.98
24948,18669,0.98
34620,65241,0.98
3361,64583,0.98
19461,51732,0.98
42175,81080,0.98
16639,24614,0.98
40078,75088,0.98
40078,75092,0.98
2921,29047,0.98
40340,30376,0.98
13254,59880,0.98
58988,71848,0.98
82635,53663,0.98
71907,88160,0.98
76871,75813,0.98
55234,18067,0.98
55234,24768,0.98
5047,83106,0.98
13785,67446,0.98
19500,59480,0.98
31342,37741,0.98
62805,61967,0.98
27220,4015,0.98
20456,35439,0.98
33931,71298,0.98
56391,2694,0.98
68964,13572,0.98
67571,5947,0.98
67571,9330,0.98
88972,95489,0.98
91684,73678,0.98
93130,19037,0.98
93130,24232,0.98
25840,22900,0.98
84891,38871,0.98
85404,10285,0.98
1568,72427,0.98
48930,86406,0.98
63716,59629,0.98
66783,48656,0.98
25725,55454,0.98
80828,1143,0.98
26497,80981,0.98
63043,12532,0.98
84960,4760,0.98
91392,23547,0.98
8304,96783,0.98
27121,8883,0.98
90351,76043,0.98
59931,40668,0.98
81779,18080,0.98
53339,30280,0.98
53339,30645,0.98
38731,21216,0.98
85321,61580,0.98
36437,71495,0.98
6997,59178,0.98
8469,22668,0.98
23994,90307,0.98
26707,14724,0.98
32120,82529,0.98
70965,25461,0.98
43478,8128,0.98
91839,43666,0.98
52398,7634,0.98
494,9170,0.98
1957,88800,0.98
6807,69477,0.98
17997,7992,0.98
58600,40097,0.98
58600,41275,0.98
60671,92035,0.98
80892,9152,0.98
26295,9465,0.98
76871,75825,0.98
50337,67105,0.98
16439,67219,0.98
38470,39251,0.98
38501,81068,0.98
70543,88965,0.98
87307,7071,0.98
87307,7554,0.98
85077,89493,0.98
44968,27854,0.98
74824,31053,0.98
88356,31889,0.98
8280,31591,0.98
18932,47658,0.98
32795,20328,0.98
14195,18972,0.98
38265,94183,0.98
55036,3146,0.98
76610,89336,0.98
47194,79010,0.98
61170,73284,0.98
67799,24477,0.98
65557,65242,0.98
74824,33624,0.98
57620,34056,0.98
61324,7349,0.98
29736,7571,0.98
16642,6707,0.98
55644,9967,0.98
14373,19449,0.98
20822,16256,0.98
42553,95709,0.98
42553,96756,0.98
26769,65841,0.98
43387,2186,0.98
11402,16435,0.98
50183,32070,0.98
52575,79377,0.98
4407,35643,0.98
64431,10209,0.98
76529,81284,0.98
23263,51674,0.98
23418,42298,0.98
58988,71850,0.98
22999,41345,0.98
82635,53680,0.98
61860,53195,0.98
71907,89557,0.98
39946,3818,0.98
332,96495,0.98
332,96497,0.98
13785,67425,0.98
21738,56179,0.98
27598,57359,0.98
69863,65063,0.98
2048,49877,0.98
45404,84347,0.98
55673,33835,0.98
55673,33947,0.98
12143,68946,0.98
12143,73595,0.98
81779,19873,0.98
12232,58231,0.98
85381,90315,0.98
50378,88883,0.98
50378,88884,0.98
88972,95499,0.98
91684,69643,0.98
47764,12414,0.98
89952,92880,0.98
41674,8263,0.98
37874,19557,0.98
52247,62387,0.98
52247,66531,0.98
51473,22263,0.98
25296,96824,0.98
57620,35291,0.98
2673,78336,0.98
2921,29929,0.98
60271,39860,0.98
49226,16434,0.98
67310,63057,0.98
78507,47765,0.98
78507,49702,0.98
88157,56448,0.98
1568,76452,0.98
65638,18026,0.98
37098,41875,0.98
25192,63345,0.98
33426,60414,0.98
33426,60489,0.98
76631,86401,0.98
51780,6909,0.98
75996,82781,0.98
16708,78340,0.98
18450,87702,0.98
64433,8435,0.98
44953,67773,0.98
56324,60790,0.98
662,51133,0.98
40497,78582,0.98
37092,49691,0.98
73055,31970,0.98
73055,31972,0.98
44070,66894,0.98
44070,71313,0.98
77801,88394,0.98
77801,88731,0.98
2155,6656,0.98
93197,2314,0.98
57487,10871,0.98
67121,69012,0.98
23994,91875,0.98
61332,20775,0.98
70937,10119,0.98
85248,59162,0.98
13206,11589,0.98
44200,85437,0.98
24567,78338,0.98
47545,74156,0.98
64201,5835,0.98
76423,46819,0.98
40716,80420,0.98
65557,61646,0.98
44789,91435,0.98
43478,8133,0.98
21203,85230,0.98
26381,79152,0.98
90554,59924,0.98
35321,58222,0.98
35321,58689,0.98
39946,6893,0.98
7935,85247,0.98
67703,96528,0.98
61462,83960,0.98
3253,28783,0.98
54520,75811,0.98
27121,6374,0.98
38034,88724,0.98
37242,24615,0.98
10923,87286,0.98
46383,74405,0.98
70162,17559,0.98
33308,58488,0.98
79158,28635,0.98
44130,6002,0.98
83162,3073,0.98
22836,20423,0.98
69250,4017,0.98
44050,94546,0.98
91944,90851,0.98
91944,90942,0.98
8263,7315,0.98
8263,10772,0.98
73378,15135,0.98
41726,84249,0.98
43429,41005,0.98
47495,67517,0.98
92458,55600,0.98
16439,67229,0.98
84476,88528,0.98
8715,16912,0.98
4608,58585,0.98
43418,58496,0.98
56480,77989,0.98
32252,54629,0.98
76913,43948,0.98
31049,78174,0.98
87601,67030,0.98
87601,69410,0.98
46496,75543,0.98
62730,68858,0.98
60150,1042,0.98
60150,1647,0.98
10142,1523,0.98
22342,5898,0.98
85493,91761,0.98
21738,55815,0.98
76855,55426,0.98
3713,16889,0.98
44232,12447,0.98
92624,22892,0.98
93835,30768,0.98
12232,59721,0.98
86094,13325,0.98
52200,36302,0.98
24120,81881,0.98
27652,82550,0.98
22090,59086,0.98
90483,76453,0.98
61105,88529,0.98
54434,13429,0.98
73845,69779,0.98
70679,89518,0.98
46915,62998,0.98
75841,74863,0.98
52575,78950,0.98
12387,59941,0.98
86031,86246,0.98
30688,76443,0.98
88234,5020,0.98
52838,98355,0.98
33209,68909,0.98
72456,91952,0.98
60571,33717,0.98
28522,91620,0.98
89952,92879,0.98
12717,62406,0.98
17928,83724,0.98
33797,80270,0.98
33797,81199,0.98
66501,58145,0.98
44953,56863,0.98
58044,85929,0.98
31575,64906,0.98
57789,57434,0.98
22755,63393,0.98
21157,78495,0.98
78162,22582,0.98
17412,60621,0.98
4957,59864,0.98
4957,59865,0.98
73655,26560,0.98
14834,50373,0.98
56480,84535,0.98
84271,52139,0.98
33688,71036,0.98
63870,84972,0.98
63870,86732,0.98
2013,14093,0.98
2013,16201,0.98
29544,7337,0.98
12685,18821,0.98
55871,5534,0.98
55871,7311,0.98
88061,11197,0.98
8015,18065,0.98
55535,25405,0.98
55535,26471,0.98
51181,92774,0.98
51181,92850,0.98
80854,42197,0.98
2037,60751,0.98
2037,61838,0.98
93156,88458,0.98
8954,49146,0.98
179,79577,0.98
90296,87736,0.98
90296,88495,0.98
40400,87053,0.98
48002,67329,0.98
73378,14146,0.98
59060,96456,0.98
76628,9632,0.98
46051,8384,0.98
75540,33831,0.98
86984,66384,0.98
86984,70779,0.98
7411,19151,0.98
33505,82829,0.98
28339,32474,0.98
8709,92838,0.98
35158,62176,0.98
76526,25602,0.98
12072,57205,0.98
10202,60376,0.98
7635,93281,0.98
22094,33853,0.98
22094,35116,0.98
69885,76812,0.98
69885,77829,0.98
4711,25212,0.98
14720,41307,0.98
43585,4808,0.98
65163,71645,0.98
52094,79117,0.98
80806,82625,0.98
80806,82627,0.98
33747,75652,0.98
67193,47312,0.98
67193,47867,0.98
82987,84751,0.98
86408,69413,0.98
39730,58820,0.98
59797,9435,0.98
59008,88573,0.98
61279,86947,0.98
89845,35636,0.98
47065,69392,0.98
85218,10293,0.98
52200,37275,0.98
65258,61721,0.98
65258,61722,0.98
28259,26826,0.98
76538,25639,0.98
22728,72957,0.98
10667,14943,0.98
2411,4906,0.98
34954,10919,0.98
45338,60430,0.98
93950,79588,0.98
37513,3576,0.98
24120,81879,0.98
19856,97333,0.98
50424,65983,0.98
4362,7548,0.98
89845,36664,0.98
50745,37728,0.98
76496,86218,0.98
89512,79036,0.98
45447,41052,0.98
57924,20368,0.98
57924,23058,0.98
73700,77454,0.98
49879,87268,0.98
49879,87269,0.98
26363,46871,0.98
26363,47050,0.98
37087,31010,0.98
1003,72866,0.98
28222,12185,0.98
57638,50273,0.98
94475,2479,0.98
5558,5202,0.98
12685,19515,0.98
35582,17092,0.98
35757,8317,0.98
85271,11409,0.98
8015,18443,0.98
17363,91804,0.98
22728,72958,0.98
68036,26798,0.98
74726,8055,0.98
74726,11561,0.98
43456,23359,0.98
28510,69942,0.98
28510,70084,0.98
50745,37928,0.98
65942,58314,0.98
23649,86515,0.98
56442,51888,0.98
56442,51889,0.98
44719,30309,0.98
11443,82682,0.98
11443,82804,0.98
30145,4747,0.98
30145,6530,0.98
63485,77682,0.98
44431,78211,0.98
6328,89403,0.98
69803,55128,0.98
74750,72213,0.98
92376,56362,0.98
11200,24413,0.98
70871,94055,0.98
55570,44375,0.98
55570,47017,0.98
75651,73984,0.98
88574,44677,0.98
78371,82548,0.98
26775,17661,0.98
69653,37103,0.98
26094,65317,0.98
74398,85159,0.98
20023,69380,0.98
45671,85282,0.98
29112,70817,0.98
84293,51535,0.98
2207,60444,0.98
86408,73659,0.98
69480,70920,0.98
9538,69180,0.98
61819,91994,0.98
61989,78771,0.98
50583,94071,0.98
4544,51153,0.98
93019,57453,0.98
50770,60613,0.98
43585,5860,0.98
19197,83263,0.98
10202,64343,0.98
72186,53153,0.98
92149,3460,0.98
42904,89022,0.98
54976,11402,0.98
35586,14340,0.98
92447,18311,0.98
35166,66212,0.98
11488,69097,0.98
63208,67804,0.98
63208,72235,0.98
85407,70326,0.98
4921,80410,0.98
65804,37804,0.98
29999,96457,0.98
27288,91558,0.98
39662,24694,0.98
39662,26149,0.98
28596,26143,0.98
47341,74280,0.98
46749,65117,0.98
46749,69444,0.98
39730,59042,0.98
22660,96977,0.98
22660,97984,0.98
179,74906,0.98
90348,31407,0.98
94265,54922,0.98
49128,60752,0.98
92198,59559,0.98
92198,63484,0.98
78701,86889,0.98
60504,16253,0.98
94035,78065,0.98
78636,65635,0.98
63218,56764,0.98
20476,59679,0.98
12227,76592,0.98
54345,34604,0.98
46136,66491,0.98
47782,69805,0.98
59631,91733,0.98
14500,25579,0.98
17363,91526,0.98
50040,66097,0.98
85902,36741,0.98
9772,54765,0.98
8709,93418,0.98
78599,51492,0.98
64518,15321,0.98
71580,36465,0.98
71580,36466,0.98
2422,18265,0.98
78085,13930,0.98
78085,13931,0.98
16063,12930,0.98
19856,91865,0.98
93606,5631,0.98
81551,24744,0.98
57455,9810,0.98
33921,13577,0.98
74635,14044,0.98
48128,50889,0.98
34800,33374,0.98
34800,36601,0.98
36885,56944,0.98
36885,57082,0.98
42342,88152,0.98
48949,80476,0.98
26723,77950,0.98
18287,77789,0.98
18287,80782,0.98
82349,17888,0.98
13131,76985,0.98
86437,72754,0.98
34603,83205,0.98
37489,79369,0.98
37489,81960,0.98
10667,15418,0.98
93274,38622,0.98
91344,90837,0.98
2426,50603,0.98
92986,1765,0.98
13775,60516,0.98
43442,13568,0.98
24147,73759,0.98
50770,62870,0.98
35166,70621,0.98
25015,58889,0.98
81225,42683,0.98
27920,57998,0.98
20859,43707,0.98
20859,45725,0.98
11955,29583,0.98
85079,48115,0.98
22024,67991,0.98
22024,72833,0.98
26275,8714,0.98
16337,94686,0.98
11812,24558,0.98
10831,82481,0.98
17069,2632,0.98
17069,2740,0.98
17983,5764,0.98
52621,29629,0.98
35690,57077,0.98
26094,65318,0.98
16438,67665,0.98
32827,56996,0.98
48664,79536,0.98
28732,4702,0.98
73714,5111,0.98
41752,41006,0.98
41752,41822,0.98
42904,87564,0.98
85625,69793,0.98
28648,34987,0.98
38529,853,0.98
14264,24013,0.98
58131,8647,0.98
90797,15945,0.98
90797,16829,0.98
2422,20477,0.98
56272,15655,0.98
45747,11003,0.98
45747,14636,0.98
33346,26002,0.98
49120,58746,0.98
2808,29351,0.98
65164,75998,0.98
31833,17210,0.98
52222,82435,0.98
88134,4957,0.98
11870,76526,0.98
22196,57115,0.98
25015,62556,0.98
35586,15722,0.98
44436,3065,0.98
19059,27722,0.98
77568,64279,0.98
59631,91732,0.98
2508,89074,0.98
34429,83877,0.98
41175,68689,0.98
41175,73041,0.98
22294,79325,0.98
91183,92884,0.98
2887,43374,0.98
34800,36046,0.98
14186,30745,0.98
14186,31240,0.98
25081,44497,0.98
60974,46666,0.98
79112,49314,0.98
42342,89543,0.98
33577,7906,0.98
83846,13040,0.98
28540,4287,0.98
28540,4288,0.98
63172,51740,0.98
63172,51746,0.98
2907,88465,0.98
86606,80672,0.98
40280,11067,0.98
64518,16384,0.98
56436,72737,0.98
65346,71150,0.98
57485,28994,0.98
84852,68381,0.98
4116,28542,0.98
3594,56595,0.98
26450,29916,0.98
29730,35783,0.98
67517,85427,0.98
45415,14311,0.98
9074,74598,0.98
27754,25407,0.98
299,16341,0.98
34274,35494,0.98
76405,85884,0.98
34924,88862,0.98
17751,3583,0.98
75076,23338,0.98
52075,10126,0.98
76096,89695,0.98
29723,56376,0.98
32573,73864,0.98
55544,74138,0.98
11132,71958,0.98
11132,72942,0.98
5671,2004,0.98
67485,60008,0.98
58880,65943,0.98
44055,96623,0.98
58281,85209,0.98
29490,53900,0.98
58460,27194,0.98
24147,71182,0.98
67216,80431,0.98
17501,69094,0.98
19694,66017,0.98
46257,73091,0.98
46257,76987,0.98
70402,10261,0.98
71750,65483,0.98
31324,61595,0.98
29730,36654,0.98
23950,69268,0.98
79589,31986,0.98
79589,31988,0.98
62921,25572,0.98
7733,39003,0.98
7733,40532,0.98
85919,41578,0.98
34479,23824,0.98
49011,72316,0.98
21847,64739,0.98
48939,90410,0.98
26503,73251,0.98
55807,13002,0.98
84683,91308,0.98
48543,92231,0.98
55694,23521,0.98
55694,24134,0.98
22462,34416,0.98
15302,86504,0.98
55308,15972,0.98
5051,77846,0.98
88552,56475,0.98
88552,57180,0.98
74153,3163,0.98
1353,22936,0.98
39673,3262,0.98
73714,8520,0.98
50103,83922,0.98
70969,76365,0.98
70969,76912,0.98
57580,91228,0.98
57580,92992,0.98
51023,1423,0.98
62115,95082,0.98
11055,83258,0.98
38908,64200,0.98
87239,84809,0.98
91120,52379,0.98
12651,38983,0.98
12651,40519,0.98
1254,2904,0.98
83846,13038,0.98
58429,45206,0.98
5973,92978,0.98
63485,71323,0.98
93913,24734,0.98
62726,8112,0.98
71070,6577,0.98
52075,10127,0.98
74654,80720,0.98
48122,80382,0.98
48122,83123,0.98
89221,13450,0.98
47055,26086,0.98
44024,52821,0.98
29892,22596,0.98
23629,57437,0.98
76575,62619,0.98
5671,5772,0.98
5653,58477,0.98
622,36280,0.98
71287,64760,0.98
90597,79198,0.98
91122,4346,0.98
67699,88749,0.98
36130,4035,0.98
73528,82586,0.98
63861,64731,0.98
63861,68037,0.98
60735,71299,0.98
52378,25065,0.98
48757,78126,0.98
31701,18788,0.98
15286,83787,0.98
43525,68176,0.98
28760,77303,0.98
39920,839,0.98
14516,86248,0.98
86612,19493,0.98
86612,24662,0.98
26821,93360,0.98
53466,16950,0.98
74849,20544,0.98
74849,20545,0.98
32229,72080,0.98
92819,1212,0.98
41423,82889,0.98
89007,39535,0.98
10415,88425,0.98
48730,55220,0.98
69459,25904,0.98
41732,63298,0.98
41732,63939,0.98
16169,72990,0.98
24255,56294,0.98
14413,82242,0.98
34274,37383,0.98
63206,76799,0.98
22462,34415,0.98
53572,4232,0.98
53572,4233,0.98
87197,70524,0.98
32573,73863,0.98
28817,56804,0.98
28817,63986,0.98
560,65148,0.98
49011,72318,0.98
32892,68101,0.98
23090,80658,0.98
55544,71273,0.98
6042,67975,0.98
85858,89185,0.98
51503,69332,0.98
15749,84979,0.98
15749,85955,0.98
68454,6393,0.98
6756,66163,0.98
87399,9640,0.98
41423,82891,0.98
69155,86568,0.98
35377,83943,0.98
68848,26752,0.98
58460,27193,0.98
4166,96469,0.98
72039,66834,0.98
18218,8974,0.98
29007,20170,0.98
29007,21878,0.98
